pathway,beta_FXS,beta_Drug_BAY,beta_Drug_BPN,beta_Drug_BP,beta_FXS_Drug_BAY,beta_FXS_Drug_BPN,beta_FXS_Drug_BP,p_FXS,p_Drug_BAY,p_Drug_BPN,p_Drug_BP,p_FXS_Drug_BAY,p_FXS_Drug_BPN,p_FXS_Drug_BP,combined_p_BAY,combined_p_BPN,combined_p_BP,padj_FXS,Biodomain
GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,-0.224777589721377,-0.0083122234565057,0.0861797785820196,0.101004044750502,0.0746626509268079,-0.0304442637206618,-0.0744465263859692,0.0032055309249671,0.896342445787092,0.180025644824057,0.117129522090496,0.409269811824887,0.7359091132374,0.410619352022199,0.0216319803771019,0.0142596072343181,0.0040574701274198,0.04513456109860094,Vasculature
GOBP_HEART_VALVE_FORMATION,-0.723904359576181,0.0248151376963329,-0.0039051674361541,-0.0545851222832552,0.0657042027854806,0.146555708792766,0.142909448379146,0.0003118928822594,0.686826886861506,0.949377567269206,0.37641361564326,0.451126849470273,0.0958642260902545,0.10422057403241,5.37560855577161e-09,8.56301093860829e-08,4.7606763490692e-09,0.012214986110274105,Vasculature
GOBP_ATRIOVENTRICULAR_VALVE_FORMATION,-0.64208942440292,0.109263589175248,0.0587439280847714,-0.0491950547827003,-0.0456181853737801,0.0776226509759815,0.0705865208990288,3.47805333198275e-05,0.189270569121171,0.47807120925365,0.552199517361355,0.696448953974341,0.507321433161001,0.546437364662176,3.50589268998948e-08,1.42936167712344e-06,3.28104107283922e-09,0.0031345510419969486,Vasculature
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION,-0.861523056205237,0.0691176560338019,0.0071583700922605,-0.007373704891711,-0.166376536420814,-0.046119270196904,-0.050414275368741,0.0013701246415315,0.0952564615051501,0.86123903452196,0.85711025393211,0.0054284025640599,0.427012230925165,0.385480905113055,4.98016175193776e-14,1.50060032118116e-12,5.10988855562053e-13,0.02874532415260908,Vasculature
GOBP_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS,-0.644661464656634,0.0743653841481844,-0.0130563475233626,-0.0025316912216978,-0.0482872982044396,0.0878843385818019,0.132318333081766,1.76924459066849e-08,0.225360951086372,0.830438747194622,0.966873142602244,0.575904181116229,0.310097047288339,0.128514916373771,8.14437046262116e-19,3.35206825478515e-16,1.66912817206697e-13,1.5822488532926303e-05,Vasculature
GOBP_ENDOCARDIAL_CUSHION_FUSION,-0.994363243551504,0.173343233494784,0.0977089163753172,0.0191549138771814,-0.0472122093644393,0.118539670165685,0.206053235525028,0.0026887347565603,0.0573031251989582,0.278965962832862,0.831132167119609,0.710252320162438,0.352394101800919,0.108517777838465,8.51417664847393e-06,6.61416000093494e-05,8.01955040541502e-05,0.04115300299772464,Vasculature
GOBP_NORADRENERGIC_NEURON_DEVELOPMENT,0.620829828134445,0.278277178183319,0.307945497916585,-0.0450237098033869,-0.211557082717445,-0.159525436871428,0.213253326866539,0.0026493668588443,0.0067482800896967,0.002899356669459,0.65143852565611,0.136657154985282,0.259834154469866,0.133596953388992,4.35486595626179e-06,2.75409001089729e-07,1.35022822705489e-07,0.04085378002539995,unknown
GOBP_CHONDROCYTE_HYPERTROPHY,-0.70981850329026,0.0385306860308478,0.173363445262976,0.0408503020575804,0.118004189969309,-0.047502835198503,0.0273176897897801,0.0001020581170755,0.689270359142477,0.0756549636635339,0.671652149450824,0.38771404252364,0.72737007617837,0.841046918763232,1.05342812799027e-05,3.31660211766388e-06,3.22861376832772e-07,0.006436383766701592,unknown
GOBP_GROWTH_PLATE_CARTILAGE_CHONDROCYTE_DIFFERENTIATION,-0.805789117883048,-0.0114911084241045,0.0797802580663493,-0.0567880120878074,0.10433394786228,0.0186928970854678,0.0951895812286563,0.0021309699027943,0.861760033931936,0.229437350328126,0.390888242617467,0.266000758767472,0.84125142631473,0.309768132433904,1.50481683969241e-06,1.8185870299749e-06,2.24353357913476e-07,0.03691344575037758,unknown
GOBP_CELLULAR_GLUCAN_METABOLIC_PROCESS,-0.200800263598517,-0.0321169773168817,0.0935902181598857,-0.0494030796144448,0.144354113637027,-0.152984647110103,0.0065778196193776,0.0005446203965141,0.56236314247602,0.0945453260785629,0.373708043772525,0.0688020375390022,0.0541687422929843,0.933049652019883,0.108296453124791,2.38106470624376e-06,9.97970321154963e-06,0.0165778670985159,unknown
GOBP_SUCCINYL_COA_METABOLIC_PROCESS,-0.474358668480661,-0.0916630731338516,0.15200616801741,-0.28217197266474,0.247855355137585,-0.057057634759064,0.13314508190966,0.0018124997350708,0.307288309541783,0.0928898446799263,0.0024023152355973,0.053603414019295,0.652023633284484,0.294476224745667,0.0071119182308821,0.0013289443214526,1.33782515807746e-07,0.03345835036744045,Mitochondrial Metabolism
GOBP_ENERGY_RESERVE_METABOLIC_PROCESS,-0.208083262676627,-0.0232595783501388,0.0959824404431353,-0.0531081070554944,0.10071631351574,-0.114617613175558,0.0340687703125982,0.0021977275038722,0.633097150331908,0.0522919135121537,0.277644367317647,0.147017212520345,0.0997471606238555,0.621033293633646,0.0233745128664122,8.31605324751835e-05,8.07647471380488e-05,0.03743938138844571,Lipid Metabolism
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_SUCCINATE_TO_UBIQUINONE,-0.78408300269872,-0.36966216764268,0.125441106991318,-0.438151754560869,0.715090419851652,0.115993650336229,0.332372088554729,0.0020123332062444,0.0175376588486342,0.410435681318265,0.0052761132276583,0.0014389804769126,0.589832466135404,0.125673561298565,0.027829606313065,0.0065052039493494,8.10811216092111e-06,0.03550065884114911,Mitochondrial Metabolism
GOBP_ADP_BIOSYNTHETIC_PROCESS,-0.692093855051638,-0.0965595110925413,0.0508303436024078,-0.270710341615685,0.226805287348412,-0.0136633894203047,0.008071988956492,5.24184439958223e-06,0.321724429667499,0.600842014231893,0.006841941063215,0.102229193574485,0.920698040798933,0.953098755613542,4.21495584765921e-07,3.69983185744638e-09,8.21226999899398e-18,0.0008829282420512001,unknown
GOBP_IMP_CATABOLIC_PROCESS,-0.731014754486158,-0.11206722901074,0.0229735919792219,-0.183875863607494,0.100270287568938,0.0414819812340663,0.247214611108727,0.0021360470907034,0.179290179576613,0.781543594829944,0.0295354986328657,0.393383489233889,0.723347105735692,0.0381909875108386,7.86001243497322e-07,9.34395775127573e-06,9.02733853297196e-06,0.03694063704316619,unknown
GOBP_DNA_TEMPLATED_DNA_REPLICATION,0.49250109302449,0.101443071659558,0.0464307436853504,-0.0595633031576028,-0.031154811890492,-0.333949950445831,-0.190733722100829,0.001404660599068,0.255501613948188,0.601193979653654,0.50284084495116,0.803967338330666,0.0096825992617609,0.132177616880615,1.83454650566474e-06,0.0822706575580754,0.0400533613661171,0.029064607916275395,Cell Cycle
GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION,0.848801048086911,0.121817944526912,0.017610957127428,0.0782670170684007,-0.162251951380311,-0.422284945412157,-0.342969927066589,2.49177012361637e-05,0.260730458434743,0.870172841982657,0.468550344443,0.289210856419194,0.0071900594185102,0.0274422951086751,2.54956708157951e-09,0.0010621064138364,1.66816606114048e-05,0.002572874798228197,Cell Cycle
GOBP_DNA_REPLICATION_INITIATION,0.608615792530822,0.0787557639983442,0.0692488523617748,-0.0734051670061271,-0.0505679795757724,-0.350735934074742,-0.106268976685565,0.0020604372618325,0.418998701537965,0.477056797861593,0.451135017720524,0.713080208996858,0.012916406955407,0.440540408317175,8.44055576828722e-06,0.0221444321366817,0.0027002983801725,0.03616754206936648,Cell Cycle
GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION,0.907097661280805,0.15921367851436,0.0381893220096804,-0.0735782968942907,-0.22070168133782,-0.489310942358279,-0.280367623207131,0.0023172525926674,0.164837405239996,0.737081279934137,0.518280983183326,0.173230436816132,0.0033477105259302,0.0850721849786013,1.55727303212637e-05,0.0198223535424964,0.0047105598659985,0.03825282806578849,Cell Cycle
GOBP_BASE_EXCISION_REPAIR_GAP_FILLING,0.725018791526147,0.194796143299749,0.319609641080873,-0.120088982082363,9.85050385869592e-05,-0.509030741354108,-0.0731340764663505,3.20306123391304e-05,0.096270492135722,0.00740148143026,0.301733947268368,0.999519923952703,0.0027611835811263,0.655349871185602,5.2568157922773e-12,5.90774289418014e-05,6.66453579043066e-05,0.0029695118285259434,DNA Repair
GOBP_DNA_RECOMBINATION,0.339060230222872,0.0132200189470931,0.0629518197283079,-0.0880376229178321,0.030642635212891,-0.309006144942059,-0.15833743302687,0.0007194590642525,0.846410895512347,0.357966247160356,0.200103848769694,0.750947745164132,0.0020996434688775,0.10466886071971,2.61335008309415e-06,0.253731655475197,0.255372594194136,0.01900069586730311,Cell Cycle
GOBP_RRNA_PROCESSING,-0.374355528344182,-0.201934590489355,0.113640582018554,-0.354876504555958,0.574512061739052,-0.087419915163832,0.146351968758803,0.0033819113416202,0.0806857306187843,0.32139414296573,0.0027601679753182,0.000700637923284,0.58854144818365,0.366192462679475,0.987994881273317,0.0032182871340239,8.11403909234737e-07,0.046499073433347186,Proteostasis
GOBP_TRANSLATIONAL_ELONGATION,-0.466792953468851,-0.261868662729672,0.139295222800346,-0.34375043432517,0.510510243128585,-0.129443306510614,0.204512158472435,0.0008343249082346,0.0141356376060467,0.18384450416158,0.0015443690588818,0.0009280441213591,0.380507844952713,0.167910041999999,0.0655779317855501,0.0001148847321492,3.13438701874819e-07,0.02112286041713175,Proteostasis
GOBP_TRANSLATIONAL_TERMINATION,-0.499081423367214,-0.0113309195629014,0.319151374248511,-0.229254717469517,0.275670187086867,-0.238040225611066,0.132157111260783,0.0008814043122845,0.927644092907607,0.0127190431225913,0.0699671311727338,0.121956245183073,0.180610196139585,0.454941883582804,0.0783056074839578,0.0017194623928004,7.76959460847629e-06,0.02175647929187699,Proteostasis
GOBP_PROTEIN_FOLDING,-0.550194554099797,-0.106426674125769,0.129441251439864,-0.306077595074919,0.343542260073527,-0.089820967509667,0.21388563970988,7.94557932090222e-05,0.166234862772414,0.0934621188517744,0.0001592772858082,0.0022050152981178,0.406278754299901,0.0509790745501842,0.001288783683416,1.53154476031458e-07,4.0085309410764793e-11,0.005541910027002794,Proteostasis
GOBP_DE_NOVO_PROTEIN_FOLDING,-0.480367646408437,-0.0930109259455787,0.216737039599468,-0.346371656697314,0.327539267966785,-0.155160301947608,0.305870326514214,6.2150391745142e-05,0.246905775098837,0.0084190396206633,5.2842377729339e-05,0.0050405642292565,0.172921778462746,0.0085491802468888,0.00802911232099,6.30928628920189e-06,1.9493076442312e-08,0.004675485184713111,Proteostasis
GOBP_GPI_ANCHOR_METABOLIC_PROCESS,-0.338224280980907,-0.0550072696923933,0.110373484598491,-0.229029422851498,0.205376753468197,-0.23379677472387,0.100867274575751,0.0023378663471389,0.557577982604357,0.24134484070663,0.0169848023057737,0.124738723048088,0.0814023123293671,0.447461803742836,0.0612972315744079,4.24981589937582e-06,3.38462001498245e-06,0.03841188250496564,Lipid Metabolism
GOBP_PROTEOLYSIS,-0.261242955688554,-0.0455358963198291,0.0935758347019473,-0.139125128516379,0.132127341098871,-0.15839133506041,0.0217932381632082,0.0004646983928045,0.391380082351684,0.0811058371149121,0.0106123138082255,0.0815747327942206,0.0378447871085171,0.771160976329463,0.0044394075526839,1.0867402490844e-07,6.95557508486162e-10,0.015342330636416908,Proteostasis
GOBP_PROTEIN_QUALITY_CONTROL_FOR_MISFOLDED_OR_INCOMPLETELY_SYNTHESIZED_PROTEINS,-0.431773798512954,-0.087036583743877,0.181584843083458,-0.470050780884929,0.354291673075383,-0.207208072961914,0.285502881280874,0.0002000004078541,0.429292581979725,0.101897954523062,6.03372513507784e-05,0.0253531823052098,0.185285537734651,0.0696591883931885,0.132690089227785,2.91167600185735e-05,1.77390268438969e-08,0.009767645505735703,Proteostasis
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-0.748000764893004,-0.132108890529312,0.0515890571700393,-0.299541251028336,0.304362473884129,-0.0258420403577646,0.165293826596814,0.0001030320602387,0.0889738613705516,0.502184411588411,0.0002298529965546,0.0065619533863903,0.81181552796008,0.131374792736487,4.16369599850389e-07,2.16385244566274e-10,8.78387232641102e-15,0.006436715522501848,Proteostasis
GOBP_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,-0.705953493357625,-0.0780308166538544,0.0555180758093899,-0.194539898694947,0.24000733021815,-0.0205512085902024,0.0844278148498583,0.0002035197630323,0.262106221554178,0.423734647245926,0.0064563597769524,0.0166993708923034,0.833734419871687,0.389872160005187,7.07932542264632e-07,9.53173425389156e-10,1.00933460320562e-13,0.009767645505735703,Proteostasis
GOBP_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_TRANSLOCATION,-0.980963738127738,-0.0631882428130995,0.0491537305466908,-0.23380176377039,0.220752951208465,-0.0356052332785174,0.11324830009873,0.0021563088418111,0.403794542879257,0.515573430996507,0.002852568912374,0.0420844033607043,0.738785383941452,0.290893197052514,3.42842674805672e-06,4.88445333856959e-08,5.24156069660748e-10,0.037108243009729584,Proteostasis
GOBP_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_SIGNAL_SEQUENCE_RECOGNITION,-0.459150522493655,0.107335111998329,-0.0367296703696284,0.0632277051419677,-0.0368317350560868,0.16225787394288,-0.0642315523746085,1.50993478754855e-05,0.250959955299954,0.693010810421587,0.497324456107269,0.779467546743101,0.220125634268977,0.625555092036332,2.9025420903827e-05,0.0003319031524276,7.41220201293046e-07,0.001963288047217448,Proteostasis
GOBP_POST_TRANSLATIONAL_PROTEIN_TARGETING_TO_ENDOPLASMIC_RETICULUM_MEMBRANE,-0.908358175157129,-0.227320907587767,0.0885662058045096,-0.40119010493406,0.528069782356889,0.0040109614256994,0.342541727200878,3.35458314580441e-06,0.0198256702211855,0.354771367815169,8.26582565988416e-05,0.0002210509721572,0.976274280297977,0.0133280834814868,4.27853588931365e-07,1.1338592922600599e-11,8.49884232110397e-16,0.0006666126356907933,Proteostasis
GOBP_PROTEIN_RETENTION_IN_ER_LUMEN,-0.663278927182219,0.0610400158863347,0.181026850543809,-0.389705543690645,0.168647229739436,-0.172796552913009,0.201671024631571,5.00141140682367e-05,0.496202891247843,0.0467488539934191,4.98858092615065e-05,0.18608508225244,0.17564332519614,0.114965573115434,0.000126551681832,7.0044841471283605e-09,5.2376798272078305e-14,0.0038731518335784485,Proteostasis
GOBP_PROTEIN_TARGETING_TO_PEROXISOME,-0.439058644104177,-0.322064013013983,0.0331576929800957,-0.381867934090191,0.601978329170588,-0.057204277907622,0.206582869149863,0.0005064944200891,0.0091666852796606,0.782920202157886,0.0022279609781592,0.0007240563474457,0.736828412991804,0.227356910742476,0.184197424014384,0.0001114218823499,2.95580796681844e-07,0.01597125518676168,unknown
GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS,-0.230866596205501,0.0251320184742777,0.0324620598085086,0.005870006738799,0.0019651772675612,0.0003314972373485,-0.0250432234954267,0.0021601949915579,0.441439829741941,0.320888421647361,0.856983993867696,0.965966815147081,0.994257354559941,0.587087900542588,8.33815250903665e-05,0.0001310488045681,1.37996993274759e-06,0.03711447577665221,Lipid Metabolism
