"pathway","rescue","side_effect","beta_FXS","beta_Drug_BAY","beta_Drug_BPN","beta_Drug_BP","beta_FXS_Drug_BAY","beta_FXS_Drug_BPN","beta_FXS_Drug_BP","p_FXS","p_Drug_BAY","p_Drug_BPN","p_Drug_BP","p_FXS_Drug_BAY","p_FXS_Drug_BPN","p_FXS_Drug_BP","combined_p_BAY","combined_p_BPN","combined_p_BP"
"GOBP_PROTEIN_DNA_COMPLEX_DISASSEMBLY","Full Rescue","No Side Effect",0.564466497534888,-0.0392756452645187,0.133307442898891,-0.119089833086697,0.0629522817855852,-0.387154968145441,-0.103787137855322,0.0192005181739183,0.617906938233262,0.0939486197951648,0.133663640064919,0.571950856744816,0.000897640021233762,0.352546233574823,0.000682312167909891,0.0728358630350757,0.048527916290435
"GOBP_10_FORMYLTETRAHYDROFOLATE_METABOLIC_PROCESS","Full Rescue","No Side Effect",0.563029142872102,0.0967216378329705,0.211403312343414,0.118940218064779,-0.250592582107184,-0.571552710214161,-0.327897162344819,0.00409885682053406,0.407882860122386,0.0734837858662714,0.309507132928251,0.132030660715176,0.000932845242270204,0.0502575095858963,0.00899643082922524,0.195235491595875,0.0237899853479284
"GOMF_DNA_INSERTION_OR_DELETION_BINDING","Full Rescue","No Side Effect",0.55013740664317,-0.0775878917668425,0.179810844971544,-0.228577465821748,0.101685760878577,-0.604850887319448,-0.326281887478421,0.0218469519828348,0.534140341343909,0.152500208942126,0.0703911518780213,0.564429076249004,0.0010418080503908,0.0678725670330243,0.00318479942368334,0.520542625413694,0.980651390947106
"GOBP_KINETOCHORE_ORGANIZATION","Partial Rescue","No Side Effect",0.828893882057409,0.357774144348082,0.194825779054819,0.0145578152767342,-0.225469775916964,-0.533166375380421,-0.273339637636515,0.00125268348751147,0.00191725858477668,0.0822209133863867,0.89536666674406,0.153259539655146,0.00113056737526329,0.0846183426714504,2.50361598448267e-08,0.00445197559460594,0.000948054204027007
"GOBP_REGULATION_OF_RESPIRATORY_BURST","Full Rescue","No Side Effect",-0.3672464419774,-0.141882742517187,-0.0220734077016127,-0.0657312840626165,0.317607804307383,0.308477598840617,-0.00225141342493989,0.00222677216197946,0.0301252343118212,0.730883721853453,0.307601204931142,0.000841405205319915,0.00115021327803193,0.9801994881768,0.0337121605352606,0.370071014942903,1.39573104861797e-06
"GOBP_MEIOTIC_CHROMOSOME_SEGREGATION","Partial Rescue","No Side Effect",0.387862554325062,0.119090877524324,0.095007159664392,0.00554598273807092,-0.11973796531818,-0.291790977789206,-0.170252149278036,0.00249994617625428,0.0535384054941048,0.121425583735018,0.927233823066887,0.166636263099391,0.00116035339656262,0.0510687758035738,2.60582102987432e-05,0.0379633617332294,0.0153659959334684
"GOBP_REGULATION_OF_GAMMA_DELTA_T_CELL_DIFFERENTIATION","Full Rescue","No Side Effect",0.247711168305715,0.123244515298741,0.0801861413390272,-0.0117224307782594,-0.231716474899829,-0.373791144547514,-0.21541416656591,0.00225299542972042,0.118242762193127,0.306770190231065,0.880755029101665,0.0392077039416051,0.00117964259207289,0.0547059252491865,0.0736182744876223,0.555422021390716,0.791512555619669
"GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE","Full Rescue","No Side Effect",0.674272706822738,0.171212914073029,0.225628491912068,-0.0545294142180717,-0.0634435269304422,-0.56694610331602,-0.251522674192873,0.0484587560418392,0.151300240967308,0.0602064338784147,0.64509750177104,0.704664911307406,0.00119132824843913,0.136328588339034,0.00335704147258561,0.211764877215852,0.167282556142806
"GOCC_MITOTIC_SPINDLE_MICROTUBULE","Full Rescue","No Side Effect",0.435983946261006,0.22193606493098,0.192026473007195,-0.130798492288654,-0.160746957561962,-0.51187877841527,-0.201337170012808,0.0141778856276171,0.0428200370628243,0.0784119170376954,0.227379790086172,0.293453258820703,0.00129888277438474,0.189374370733998,0.000814167887270386,0.434200877640864,0.484359607675897
"GOBP_MISMATCH_REPAIR","Full Rescue","No Side Effect",0.495621422075638,0.0532879615215162,0.12152321395051,-0.0197726147018411,-0.0979868860861902,-0.456076054506204,-0.283506410440004,0.0121012759157913,0.579901485524088,0.20926260506744,0.837091001828459,0.47208919918156,0.00132602664027697,0.0405152955244542,0.00323017142838093,0.292833264957888,0.20905310876073
"GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION","Full Rescue","No Side Effect",0.568183334989215,0.0460714684540059,0.113975004933257,-0.0841775428160189,0.0167176967496237,-0.430140127200186,-0.267427210168359,0.00653373975747697,0.612303431032826,0.212432645019213,0.355674029366248,0.896436132889732,0.0013460170491427,0.0407673709364397,3.15647704214178e-05,0.0964519255977228,0.153135064613678
"GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION","Partial Rescue","No Side Effect",0.687484398333019,0.179729307810528,0.167502194474835,-0.0250305454718134,-0.0956600226897163,-0.477963501461824,-0.349305574687836,0.00908328910913396,0.0793288838139978,0.101428831950457,0.804532423420338,0.504312879790727,0.00137438462255211,0.0170921014759588,3.78025051959795e-05,0.0440611990687129,0.0944490313271491
"GOBP_MEIOTIC_CELL_CYCLE_PROCESS","Full Rescue","No Side Effect",0.260878398151768,0.0912033453634324,0.0628796510532911,-0.0214474373263395,-0.0854167562481644,-0.219465599762042,-0.0985987639582825,0.0085428731943204,0.0541689961252179,0.18079447660734,0.645856713724972,0.198355431361522,0.00143690198002249,0.13850678537948,0.000366211650093048,0.163436487891662,0.0598539000290606
"GOBP_PYRIMIDINE_CONTAINING_COMPOUND_SALVAGE","Full Rescue","No Side Effect",0.346054337695574,0.150302573619769,0.158286682249891,-0.156876926859027,-0.2325730460133,-0.480127894561272,-0.0740583985659645,0.0352811356733695,0.144859639859194,0.125053345091708,0.128384107147065,0.111286441776073,0.00145963888074907,0.608678568664139,0.0644681501764848,0.865233511218143,0.419724946626484
"GOCC_CONDENSED_CHROMOSOME_CENTROMERIC_REGION","Full Rescue","No Side Effect",0.506455841725138,0.0461246482517782,0.141192037685075,-0.122499471944057,0.014943559042125,-0.448136798173634,-0.212330776328977,0.00911391602377523,0.629153993595477,0.142545499061319,0.202288154583317,0.911827065541956,0.00146767346116689,0.119351677230302,0.00014081486255128,0.180817093648174,0.249650651019561
"GOBP_NUCLEAR_CHROMOSOME_SEGREGATION","Full Rescue","No Side Effect",0.379228264552378,0.0665377113773036,0.134548017100379,-0.0930487256701432,0.00189773119278876,-0.385157991190829,-0.190159749869001,0.00910942881935774,0.418495806326689,0.104719259253216,0.259134114253855,0.986946338265074,0.00146919625792103,0.104933396165345,0.000128358786974325,0.271210689928416,0.411411959145771
"GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR","Full Rescue","No Side Effect",0.47961375992478,-0.065706883330735,0.135628397355556,-0.136258500844578,0.114312813750561,-0.421958143812701,-0.124453701570836,0.043041417959514,0.46613023430515,0.135281303723352,0.133509374559553,0.370507350685139,0.00148642975707353,0.329876564060983,0.00455596121860456,0.299245720761482,0.239741161100588
"GOBP_ENDOCARDIAL_CUSHION_TO_MESENCHYMAL_TRANSITION","Partial Rescue","No Side Effect",-1.07947724569317,-0.0141484027872715,-0.176572802576635,-0.125526234433413,0.0802448744506271,0.476550812562604,0.2827781861946,0.00394360803402141,0.889669815020639,0.0872296714898541,0.221277179509339,0.578440350032659,0.00154417219431082,0.0535939278978839,8.26923537400034e-06,0.000605376303425851,4.9690385412156e-05
"GOBP_CHROMOSOME_SEGREGATION","Full Rescue","No Side Effect",0.343289197997239,0.0607714779804437,0.133134706560031,-0.113608601979062,0.00445151694343708,-0.383448685836711,-0.175585629638292,0.0146714976680813,0.461893857432578,0.110001442343782,0.171396424449987,0.969532856993867,0.00161194639786573,0.135572536714158,0.000450008129991207,0.424521698458386,0.642186980481533
"GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION","Full Rescue","No Side Effect",0.560457384108734,0.0374289445650069,0.107126161443735,-0.0572553611931947,0.0283427097268095,-0.422447437724191,-0.283447860078468,0.00518237898808805,0.680737721128058,0.241319870597023,0.529472598107164,0.825539369177812,0.00163111665120188,0.0306347726850639,1.79200912315545e-05,0.0931412276189374,0.132272071284045
"GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION","Full Rescue","No Side Effect",0.411571135395079,0.0669282083394368,0.143262149541187,-0.11012947090217,-0.0648965582448192,-0.374123292648564,-0.12782140329941,0.00157995016002436,0.407451647485672,0.0791963647783272,0.174942417908227,0.569462886343047,0.00164262636953078,0.264393327758689,6.06190845057682e-05,0.0797384429788625,0.092285681988417
"GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_SPINDLE_ASSEMBLY_CHECKPOINT","Partial Rescue","No Side Effect",0.902039474019996,0.374829828662244,0.222394127915741,0.0590797202309645,-0.207585637071863,-0.576127819932806,-0.357038812530765,0.0112164633792427,0.00363995729085257,0.077567829948072,0.635059343247087,0.240593861932465,0.00168262667497432,0.0459065926509963,1.84990650182949e-05,0.0281019719213005,0.0155535509227841
"GOCC_CHROMOSOME_CENTROMERIC_REGION","Full Rescue","No Side Effect",0.412297759700877,0.051731232020684,0.14250545592019,-0.0990334157048705,0.031891769420435,-0.408604110355829,-0.17524945404951,0.0127653712085262,0.560055272276072,0.111699761914222,0.266382756200992,0.799238935926408,0.00176775282345274,0.165531823255567,0.000182305435981372,0.269915086502482,0.297644567259618
"GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION","Full Rescue","No Side Effect",0.352428038149136,-0.0472206872493068,0.110131359838121,-0.17951155027742,0.0930161880344973,-0.443011237627251,-0.107619435564535,0.039170401214419,0.624332918229221,0.255492518046943,0.0661752896776851,0.495572530721074,0.00180772916443724,0.430729801302569,0.0061304224305535,0.892977386760233,0.653144119835365
"GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT_ENDOSOME_TO_POSTSYNAPTIC_MEMBRANE","Full Rescue","No Side Effect",0.527709496643303,0.101987310605223,0.157490265074946,-0.238056460500736,-0.27896972313427,-0.503133654138565,-0.0724507385835986,0.0406801543086705,0.355020028082651,0.155244496253679,0.0335282343273229,0.0764346890669212,0.0018853921991263,0.641327865415448,0.0890979135260276,0.377463806935055,0.292384885950678
"GOBP_RESPONSE_TO_CAMPTOTHECIN","Full Rescue","No Side Effect",0.69903554635673,0.171980643249833,0.0184165407557522,0.11483982810283,-0.26522210972339,-0.527700575062305,-0.461631330762562,0.0198419049996256,0.141658227956169,0.873828884645888,0.323998656142079,0.109619883347977,0.00200311386975596,0.00638164525059205,0.00694930254686604,0.397840456890487,0.116529228540398
"GOBP_NUCLEAR_MIGRATION_ALONG_MICROTUBULE","Full Rescue","No Side Effect",0.765621606421095,0.0549587371009055,0.240199647270162,-0.0323078107576116,-0.294647213845309,-0.570281950510031,-0.0991976137877758,0.0184073037116326,0.662114477071412,0.0596901652360735,0.797159364054088,0.10114895020782,0.00205642771070147,0.577218006140532,0.0296108268687681,0.0716415968070375,0.00872354901424079
"GOBP_DNA_RECOMBINATION","Full Rescue","No Side Effect",0.339060230222872,0.0132200189470931,0.0629518197283079,-0.0880376229178321,0.030642635212891,-0.309006144942059,-0.15833743302687,0.000719459064252592,0.846410895512347,0.357966247160356,0.200103848769694,0.750947745164132,0.00209964346887759,0.10466886071971,2.61335008309415e-06,0.253731655475197,0.255372594194136
"GOBP_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION","Full Rescue","No Side Effect",0.392825566933275,0.0597609012342999,0.129493920047406,-0.109610654856334,-0.0604066976208322,-0.361630918513131,-0.146507967163877,0.00197030620650364,0.456032152897957,0.109253730973553,0.173909679817999,0.593772178923484,0.00213137586583463,0.198373552618938,0.000117591949281862,0.114584998737146,0.179458897495898
"GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_PHENOTYPIC_SWITCHING","Full Rescue","No Side Effect",0.764791244723583,0.102753244055235,0.0755409105972876,-0.188367961515475,-0.397187776254049,-0.552821973667357,-0.0807560507094319,0.0389890511856902,0.403681098720397,0.538727920816136,0.128393087129253,0.0250194164836954,0.00220079667230071,0.641924080474861,0.095539483345381,0.308253713271189,0.0789910292638607
"GOBP_G0_TO_G1_TRANSITION","Full Rescue","No Side Effect",0.467669533459971,-0.118201329950768,0.107260658710299,-0.1600075673653,0.107829535405063,-0.339421813829813,-0.0697929711428999,0.0216160512412975,0.12053663776557,0.158151712731548,0.037116281302825,0.313751507141582,0.00221133055719743,0.513341770163995,0.00256100542607769,0.120360977286924,0.116687713771967
"GOCC_MITOTIC_SPINDLE","Full Rescue","No Side Effect",0.278575582620115,0.0675908240724798,0.134704842125377,-0.152563747683443,-0.00711945319002859,-0.388856995200254,-0.113772677105203,0.0297408343813202,0.435686167262805,0.123084188326443,0.0815864441851554,0.953585255063735,0.00224706442611456,0.354024290153785,0.00271236137238901,0.828984075832151,0.913801297429567
"GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION","Full Rescue","No Side Effect",0.549817916168352,0.182792018166817,0.146786168323477,0.0211212496589026,-0.171634699593314,-0.431652164295878,-0.257594641672687,0.00798106633855112,0.0611544152242053,0.130699191376998,0.82623985593607,0.210073732579731,0.00228817941109115,0.0620470853760819,0.000301083566227714,0.0878059945892134,0.043499676576615
"GOBP_REGULATION_OF_DNA_RECOMBINATION","Full Rescue","No Side Effect",0.222350324178059,-0.0301765521156338,0.0646172759012328,-0.163406333230435,0.0661174335511051,-0.320298443806257,-0.0877107364138519,0.0288688206151835,0.674378644393133,0.369564544670276,0.0257825933101153,0.515528539612039,0.00240873786156503,0.388983034597604,0.00443567358810628,0.713484854361844,0.751318902487876
"GOBP_MITOTIC_DNA_REPLICATION","Partial Rescue","No Side Effect",0.874217343275157,0.147363020682624,0.0133546953089971,0.0313243113069964,-0.251812778670435,-0.449012395740213,-0.29531905497846,0.00246884471484167,0.146825697208832,0.894477190589689,0.755789080132346,0.0807997335709485,0.00242287234772579,0.0415332827768624,2.89973081989183e-05,0.0172116257505292,0.000917778228647156
"GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE","Full Rescue","No Side Effect",0.301954667779598,0.0731182738448488,0.0601279289186254,0.0317708695925207,-0.0772766259248336,-0.231392559660527,-0.179892589048407,0.0034806590400436,0.162396877023403,0.249369676194093,0.541142864880252,0.294725269385414,0.00243492372496409,0.0167611034661864,0.000107757461401225,0.0892359895653915,0.045458922924753
"GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION","Full Rescue","No Side Effect",0.276501867045632,-0.0680465096726049,0.102730193940726,-0.206984197386188,0.0882314519568703,-0.395773886563869,-0.0781144385959677,0.049225581559533,0.444812786437016,0.250154449222308,0.022647737138616,0.483404791161166,0.0024480939765926,0.534762971147089,0.0166772284585347,0.893826582198663,0.944702272218466
"GOMF_ATP_DEPENDENT_DNA_DNA_ANNEALING_ACTIVITY","Full Rescue","No Side Effect",0.672426366505231,-0.0757564501713636,0.105963869473468,-0.0406336083652986,-0.0738905319664571,-0.709827571134911,-0.467806281404023,0.00785059763370284,0.63564029163074,0.507885281392492,0.799259872136038,0.743714152292914,0.00250688525684266,0.0418578121182486,0.012990934217059,0.744591091260855,0.43586684664684
"GOBP_RECOMBINATIONAL_REPAIR","Full Rescue","No Side Effect",0.417558713828084,0.00678725167817469,0.0735165868783322,-0.0857320547234395,0.0440930917074588,-0.367554723221757,-0.184391882195442,0.00169967498904513,0.934887459118176,0.377751261305839,0.304228657004428,0.707600371014608,0.00260974435780576,0.120279487214236,9.82858006594862e-06,0.243723646506594,0.164097776048704
"GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION_INITIATION","Partial Rescue","No Side Effect",0.788030366379648,0.088732132040773,0.12539490847044,-0.0456223906639193,-0.0953246973107243,-0.437446050394457,-0.149093703904871,0.000446530173065399,0.371782287427848,0.208388721382085,0.645267060691997,0.496867703339977,0.00264472079184103,0.289274881733047,9.80773739900663e-08,0.0011675432198739,5.18683391591031e-05
"GOBP_HISTONE_H2A_MONOUBIQUITINATION","Full Rescue","No Side Effect",0.24609616237071,-0.0728117882187793,0.167842545963959,-0.0825417328865438,0.0597960164340794,-0.432886079633652,-0.197114818005365,0.0382711411929274,0.458464854559061,0.0905704856712752,0.400965458812197,0.666337837751509,0.00264499065497384,0.158358443645055,0.035708699136708,0.864436058740654,0.762343910669393
"GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION","Partial Rescue","No Side Effect",0.796242081537948,0.157246846799089,0.125515600670711,0.0293091041758404,-0.100497531746287,-0.475791320692835,-0.348396974685676,0.000293372570558142,0.148186166769786,0.24692991708359,0.785768071425727,0.510516093280415,0.00266737448353881,0.0252510879862302,1.1278770600254e-08,0.00283127261695176,0.00140184201223973
"GOBP_URETER_DEVELOPMENT","Partial Rescue","No Side Effect",-0.719908202872623,-0.0755617629182687,-0.100489967757273,0.0803853503039339,0.0886859525870904,0.2606294155366,0.122823893673005,0.0409299941621918,0.204285902622738,0.0930295457209257,0.177246600969178,0.291086884426948,0.00269786354431383,0.145407539409431,0.00476529054148283,0.0253916123525864,0.0390749845027504
"GOBP_SISTER_CHROMATID_SEGREGATION","Full Rescue","No Side Effect",0.395078943227323,0.0552707818638045,0.154097618204929,-0.109853558138901,0.0278883283284635,-0.411317239897408,-0.207817999303729,0.018256844722273,0.554453479229568,0.102674145849191,0.2420744607546,0.832756038866676,0.00271469634647014,0.119262402986523,0.000509373201071725,0.31636994458257,0.573715577719679
"GOMF_MICROTUBULE_BINDING","Full Rescue","No Side Effect",0.19808762473553,0.0231129989857999,0.144665550651312,-0.120773522842963,-0.0742081368564244,-0.35410206770856,-0.0220928915272465,0.0219210495780057,0.774513986597105,0.0767013057719469,0.137903813149413,0.516045161690001,0.00279969691169201,0.846438632106445,0.074747471525334,0.890569016954619,0.503205547644543
"GOMF_DNA_DNA_ANNEALING_ACTIVITY","Full Rescue","No Side Effect",0.648037483898559,0.0485626710036814,0.101194403845197,0.100684359303795,-0.0980004384195104,-0.566933641795302,-0.455382682373255,0.0104765286794176,0.70739705102041,0.435024942252703,0.437331528697346,0.592451823980893,0.00283391675356352,0.0151426305645182,0.00250010818647584,0.357192510868651,0.138457763044537
"GOBP_PROTEIN_LOCALIZATION_TO_NUCLEAR_ENVELOPE","Full Rescue","No Side Effect",0.411729336124024,-0.0306744434780861,0.204074946357991,-0.185267604989266,0.1334275585839,-0.568837159502607,-0.11670397861942,0.0448652246379812,0.813146951015608,0.119484615864522,0.156787941687563,0.468096848019831,0.00283542922466431,0.525451220901844,0.00434180730911813,0.794572790700815,0.542871049364753
"GOBP_REGULATION_OF_HISTONE_H3_K9_METHYLATION","Full Rescue","No Side Effect",0.469433236080673,0.0140547624234941,0.126778963078169,-0.0612516502932356,0.0819793391488146,-0.387714919103215,-0.0427982586837705,0.021055154447374,0.873817333321054,0.155440217819546,0.489691296755202,0.513173258000357,0.00285234068025676,0.732483230989108,0.000322881521059276,0.184844815022568,0.0201396449234657
"GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS","Full Rescue","No Side Effect",0.22407124962323,-0.0277799363311875,0.11790573800132,-0.130159067442052,-0.0114199042955614,-0.296752539721667,-0.0348922254166307,0.00668746591431552,0.682202402638332,0.0858691514636435,0.0586130021070097,0.905197163480558,0.0028784427318892,0.71607286890059,0.0136889454575002,0.546453089147519,0.431251754564752
"GOBP_CHROMOSOME_SEPARATION","Full Rescue","No Side Effect",0.591591656152821,0.145545774005487,0.134437325774838,-0.0385900400549521,-0.0676002040475654,-0.428308058570434,-0.323107928482994,0.0108469207512774,0.140554094595074,0.172864856533643,0.693524793344688,0.625575970733227,0.00288057608548422,0.0223863177072638,9.35433982868035e-05,0.0823510750122754,0.179780252677402
"GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR","Full Rescue","No Side Effect",0.400012464233736,-0.0462834197660919,0.0840153891157763,-0.144814201388325,0.0822686721350289,-0.379144606316571,-0.117504672505091,0.0238888770198889,0.593794069465856,0.334285677373111,0.0986015921773725,0.502927966419649,0.00289482641799384,0.339605317337326,0.00214313458652698,0.46025245931431,0.33232937142182
"GOBP_MITOCHONDRIAL_DNA_REPAIR","Full Rescue","No Side Effect",0.756529462413745,0.0136802559238707,0.173831389440088,-0.0858458032701141,0.113067990015006,-0.613055193909169,-0.529745158848353,0.000841124504381827,0.922428599077487,0.218874018248655,0.541786321236186,0.569805778579385,0.00295780740629778,0.00955276286294016,6.05652532747189e-07,0.0730725806355123,0.425959433330098
"GOCC_CRD_MEDIATED_MRNA_STABILITY_COMPLEX","Full Rescue","No Side Effect",0.659955462373529,-0.162780435767526,0.0786368771831468,-0.304158937216171,0.123783334207361,-0.567329728837895,-0.0392494266257887,0.0228916226179308,0.213670731790688,0.546024431064166,0.0221622307718667,0.501746432794424,0.00296731400085383,0.831045419854097,0.00621719466780205,0.450472963655477,0.163079996060387
"GOBP_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY","Full Rescue","No Side Effect",0.261691307274846,-0.00801521334995882,0.140990104564197,-0.173150616031131,-0.013032549036953,-0.349661890526816,0.0404420796380089,0.00178788441033143,0.920781337715065,0.0838272954616864,0.0347775663164202,0.908968586371614,0.0030501128517678,0.722846699550463,0.00272104832339461,0.508968117809069,0.108121856229435
"GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION","Full Rescue","No Side Effect",0.630696980881834,0.178354072852421,0.15366050087628,-0.0539714956884424,-0.0777657839710093,-0.443642712868703,-0.319522535259397,0.0156381735086633,0.0852688343106495,0.136925058422419,0.598413063046789,0.591553042821946,0.00314288970386934,0.0304525617972158,0.000149931051195941,0.0773356541746562,0.182397059374505
