"pathway","beta_FXS","beta_Drug_BAY","beta_Drug_BPN","beta_Drug_BP","beta_FXS_Drug_BAY","beta_FXS_Drug_BPN","beta_FXS_Drug_BP","p_FXS","p_Drug_BAY","p_Drug_BPN","p_Drug_BP","p_FXS_Drug_BAY","p_FXS_Drug_BPN","p_FXS_Drug_BP","combined_p_BAY","combined_p_BPN","combined_p_BP"
"GOBP_SULFUR_AMINO_ACID_TRANSPORT",0.385389447409142,-0.0564993613270839,0.0141827608846968,0.108498289737263,0.19044331529241,-0.0666651110932786,-0.155909591939906,0.115426436605506,0.582498932613169,0.890112212588123,0.292743638826593,0.19270740486978,0.646347622902146,0.285115974441142,0.0129684841672443,0.111223252530269,0.105882545344256
"GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",-0.0654870238931055,-0.000501483447485922,0.111751272899035,-0.0854490008314715,0.0837184136923416,-0.145885156138704,0.00522299779387515,0.204339486726112,0.992195408768804,0.0323037580485511,0.0991572609499498,0.250676483685488,0.0475729233631313,0.942572336944384,0.728450856589895,0.051083661459255,0.00432606653459906
"GOBP_RRNA_MODIFICATION",-0.100190541387974,0.0125232111199103,0.243398831057767,-0.114479963917343,0.342526078979684,-0.208720789026993,-0.00752145725654726,0.352186761673914,0.907114036067644,0.0261532048783607,0.288259432894553,0.0268693981076721,0.172222937698731,0.960477241590995,0.0171276990593264,0.540004943264514,0.0376735419340747
"GOBP_MAPK_CASCADE",-0.225579071894129,-0.0226596186661319,0.0348694595303898,-0.0731107245951346,0.0346777289309353,-0.0401897799254293,0.0694052685229886,0.0108053950628985,0.48692951886965,0.286035705609063,0.027662615055427,0.452024704718634,0.383822134396505,0.135011532161714,0.000672808295391141,0.000236457898834913,0.000261439922559971
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",-0.0907053122859611,-0.22236973823609,0.133487509937583,-0.276023411407247,0.438574496197943,-0.313814846599949,-0.0212049040843228,0.555673378729415,0.0496504540901335,0.233829863235454,0.0156870560952291,0.00697774916294319,0.0501183413753384,0.892992202686739,0.400756655209202,0.069573779998153,0.00939390478403491
"GOBP_PROTEIN_POLYUBIQUITINATION",-0.023116631983078,-0.11513574274985,0.0964679610284162,-0.273391563981606,0.169068242845125,-0.2816009068313,0.0525319825823267,0.799376173813776,0.194322887361406,0.275828408179812,0.00280570287752789,0.178008219718551,0.0268101555156697,0.673465013062366,0.732739217147479,0.0210155960053766,0.00685914507607469
"GOBP_MEIOTIC_SPINDLE_ORGANIZATION",0.364595322162896,0.28585267473167,0.244048347738139,-0.0507365062821465,-0.156308093650502,-0.413899837042605,-0.167598269408151,0.121350472868427,0.0016535066508934,0.00661808215148773,0.560815165886707,0.207524272721875,0.00130326139905427,0.176981333750707,0.0129053174659675,0.327137660448157,0.461766312880383
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",0.167124518742505,0.0567655613107121,0.166712076337375,-0.0772038325423219,-0.105614061920266,-0.361843388372418,-0.0950950527361259,0.133773744955683,0.431547713466052,0.0234356297100832,0.285791544065048,0.301684922272589,0.000711722191896797,0.351986344518247,0.247357932458601,0.784147220977108,0.959638253571098
"GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",-0.193789080597372,-0.231286676506085,0.0113018415931432,-0.366010713529027,0.415538142170379,-0.0751703224523932,0.174916051164495,0.230797914700992,0.0205952370744496,0.907870594774465,0.000383063958808605,0.00369497341213355,0.586703704627859,0.208344300684482,0.94930697913836,0.085882824761478,0.0102995000318685
"GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",-0.118298753048098,-0.190221083655392,0.00571020580262906,-0.376706224346417,0.394880007564642,-0.0596855996335095,0.138450278754296,0.421731182568435,0.0247942039190936,0.94512630322822,2.57717739274975e-05,0.0012802925961335,0.611335235988171,0.24069655321752,0.534494699068984,0.215304902960895,0.0103301579271513
"GOBP_ALLANTOIN_METABOLIC_PROCESS",-0.475737773408827,0.0208473098265046,0.118932873854367,-0.0766020650594346,0.00519465397649016,-0.00454049201587412,0.171937211998322,0.018432210722785,0.835898065307256,0.239949503580253,0.447595650818615,0.970880657921727,0.974546284669821,0.229775495361997,0.00513453796158052,0.0245339707985724,0.0179205175151311
"GOBP_MITOCHONDRIAL_FISSION",-0.151148655483397,-0.124719559793852,0.0872037930455744,-0.309626432600321,0.235806435087085,-0.224060254762025,0.0938201242844775,0.358976514134329,0.185597005245058,0.352882038508178,0.00151477275392296,0.0784609748354039,0.0941087456581318,0.479051152789971,0.795611921683473,0.0625784828605756,0.0176611774527441
"GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS",0.38960321611913,0.117649834789587,-0.273500772143409,0.13700086896429,0.0601157451226394,0.363132237559847,-0.206607262986272,0.0898109913593678,0.454592699275762,0.0852782374070976,0.38427232483577,0.786595987430759,0.105673548563901,0.353722386501748,0.00690683650793113,0.0225078136523145,0.127623948178589
"GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",-0.130221932742414,0.00811330495504301,0.111539477850366,-0.0644022814841641,0.0358822935600838,-0.167088337368915,0.0244174510397939,0.200505490064355,0.895091607896981,0.0736654090096526,0.29739699607874,0.680256227792123,0.0585382807765364,0.779059127833293,0.358220040676417,0.0477674007257973,0.0697403368466769
"GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",-0.145122364097623,-0.0284960649702468,0.173662607753171,0.110790519152497,0.13373490291805,-0.240588549653158,-0.174576533292408,0.138658725448455,0.724886148736329,0.0351957598878562,0.174328305157959,0.245274806219095,0.0389540544959343,0.13084261467851,0.670430959655004,0.0236633084427679,0.0258106310975625
"GOBP_MITOTIC_CELL_CYCLE",0.198241724244622,0.0273680086319233,0.118578536284763,-0.152183356261823,0.0413533023125359,-0.312826132599013,-0.072622168290063,0.0750499335336962,0.729126765279298,0.136956549452362,0.0577598230040054,0.711410414408261,0.00664394253062193,0.516383073335708,0.00891241889357808,0.968786860266112,0.794677543353417
"GOBP_MITOTIC_CYTOKINESIS",0.250541095314967,0.0471043505015505,0.178967492076099,-0.224703783253687,0.00328648834745666,-0.433020314874056,-0.0945029035991183,0.0975700959427543,0.642563494889983,0.0814175441302992,0.0298347505574187,0.981715721836097,0.00358203567489172,0.510659866287205,0.0293875084362296,0.979720682440635,0.619171287601375
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",-0.0452142144088297,-0.240063723105158,0.0125545527905173,-0.304049913684718,0.336271104214908,-0.242060846163506,-0.0137559661241876,0.743015463844549,0.0310131476687765,0.908420884924504,0.00690968665631927,0.0325856532142471,0.120536312489844,0.92898285469064,0.706128970090863,0.0422171915946292,0.00726843196295607
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",-0.121660569765744,-0.281655422928536,0.0169065462353396,-0.30297258905777,0.356499988451116,-0.29250394822806,-0.0533817867539889,0.414683028274439,0.0305995705949448,0.89469310915239,0.0203975946800009,0.0520596105412435,0.109138298660907,0.76765245150652,0.748377662388943,0.00648924934209007,0.00105543185718722
"GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",-0.399835368911988,-0.253140086600742,0.10180272298696,-0.360844618503361,0.331254338061701,-0.234280953051739,0.0187535217796347,0.080764074962883,0.0752335869841466,0.469390061920831,0.0123220135544385,0.0990951355187722,0.24076509749003,0.924757524757726,0.115145745919677,0.00914037638095937,0.0002798841244306
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",0.101785532439795,-0.155706504478306,0.0772679662185556,-0.419421473181377,0.44872787335821,-0.153070858442645,0.128470023095566,0.542484230588989,0.196982777700469,0.519818380869828,0.000845200357245263,0.0100424939537234,0.368069466260352,0.449533154461509,0.0147807181279446,0.872543930552151,0.242810071619036
"GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",-0.694368783298607,-0.13815596753861,0.102537907215262,-0.167390057436439,0.400147023853287,-0.181439754947177,-0.122465895543608,0.00832037534106565,0.230297186955994,0.371999157660957,0.147231214721549,0.015880799115243,0.264888302722654,0.450450774871894,0.025340316552581,6.3554860942287e-05,3.57644398544381e-07
"GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",-0.165769147267119,0.0755785621045622,0.180057919943271,-0.124688273530139,-0.0266248249999239,-0.238614714082229,0.0695498395606568,0.191900619310344,0.161152191780058,0.00127940340822237,0.0225954520802231,0.725023836598128,0.00242009153303254,0.359616371054301,0.297830966048184,0.0455797873915027,0.0489762257145825
"GOBP_RESPONSE_TO_OXYGEN_RADICAL",0.0260160033147412,0.0177863808671516,0.238712120660996,0.0239177295610743,-0.0571950719480575,-0.243589046285248,-0.0210930741109316,0.897517574921703,0.759386825843728,0.000114168672088124,0.680531001174175,0.48686677396906,0.00416186093836728,0.797278259971216,0.944161911160214,0.911972191266245,0.88011114996135
"GOBP_PROTEIN_DENEDDYLATION",-0.225426277442466,-0.208864603467014,0.2789753757209,-0.522238356732327,0.569128539991899,-0.206446091434822,0.379677330889804,0.315622678157128,0.236522080350189,0.115507735755868,0.0040449696204932,0.024712487024352,0.406645015561235,0.129568414071882,0.533947810494498,0.480625650672463,0.0896051821020206
"GOBP_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",0.0590630178308926,0.026222294225569,-0.00150173077276696,0.135456246274829,-4.54870899193217e-06,0.183949163513665,-0.191298007948513,0.701387273144753,0.834594915255668,0.990456976737238,0.282982912047502,0.999979560151468,0.302376554494546,0.283645593428263,0.572818786382056,0.110277282174838,0.98300632328683
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",-0.159024067267987,-0.174038568457647,0.103881494306219,-0.372653516217896,0.412002710787567,-0.199217994703807,0.103892476588935,0.244930631904943,0.0782740108722426,0.289235413796829,0.000303062902923928,0.00394248594356393,0.152274601597207,0.4525114193292,0.542996703882709,0.0499930550348325,0.000979398109431261
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.0570951493911981,-0.152958102579813,0.0746494791413923,-0.318838335328792,0.236401797653299,-0.249172182233879,0.0198690624306379,0.724184667631848,0.0717720555177965,0.374600964524673,0.000318243203380838,0.0496838479617537,0.0389152394706023,0.866865587979731,0.364337944319352,0.448478086254948,0.118473077365539
"GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.0833067841753835,-0.136287388599404,0.089606720198583,-0.316714642245798,0.204853304375111,-0.220870264463264,0.0377096380499184,0.647792851113908,0.0871977942272429,0.257481435451271,0.000153880315373727,0.0695193058475506,0.0508613228475642,0.734894913358819,0.379084188448815,0.781207295515991,0.257044398099799
"GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",-0.171362331110283,-0.180079482366784,0.111216068093556,-0.381366992736929,0.469170265065586,-0.103100333774979,0.187796270156776,0.168320925501445,0.0703958087392309,0.25976716887271,0.000244513767604798,0.00122674705388987,0.45871642261234,0.179416705250822,0.320808395783952,0.168620418763789,0.00208771594542198
"GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",-0.529192414209601,-0.362707386152019,0.203053182155292,-0.560481255143426,0.75543842216002,-0.120419163911449,0.202907410626586,0.0779976927761072,0.0198392862071694,0.185339325632016,0.000472477954969485,0.000818106690270671,0.576298877503071,0.34756215991348,0.596652934500071,0.0833042689071175,0.000583809638460433
"GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",-0.471430503648305,-0.382562045301963,0.0385899875537681,-0.309959366342645,0.611029070151567,-0.101680296701828,0.00458515632037284,0.187308726780542,0.000739947355695821,0.721008320989539,0.00547741887997136,0.000166521423781371,0.506386560776496,0.976051738992049,0.429042381591357,0.0818883702263421,0.0114566659049266
"GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",-0.203284957069753,-0.0200756134536835,0.240397336378078,-0.246273985955165,0.4550919495534,-0.162392791537001,-0.0390427314618955,0.149729170121849,0.868300200388899,0.0506889163513767,0.0454655006266894,0.00976219556784113,0.344654927703938,0.819642771577556,0.0882357031095394,0.356710821256524,0.000325018960242999
"GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",-0.0882597441909484,-0.0858875232667174,-0.103212472287093,-0.165646829803007,0.242801630775756,0.261669910986202,0.184856526956816,0.379904004556262,0.323577279228253,0.23636526598966,0.0596639294956429,0.051196682159221,0.0360750821251415,0.135075758217246,0.484866861183638,0.475104555227151,0.48235366106748
"GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",-0.302430979469541,0.00814297163416002,0.171089921360771,-0.175201915715398,0.195092238492834,-0.168198328733039,0.069204475218839,0.0105959103348906,0.898735597184428,0.00936058565330156,0.0078715929080571,0.0343710670529359,0.0668467149335746,0.445497518375719,0.292937468830749,0.00149426627268548,1.48930199821835e-05
"GOBP_AUTOPHAGY_OF_MITOCHONDRION",-0.391161669291016,-0.16205947553115,0.0905903140001223,-0.428215859571302,0.413942802794808,-0.118418830851419,0.250253221783122,2.12308564271891e-05,0.0617078875597593,0.291748301646693,4.30621520176514e-06,0.00104565043563675,0.329497639031193,0.0418638489342815,0.102173029779933,8.79783454054422e-07,2.41265455411358e-11
"GOBP_MITOPHAGY",-0.158344756211172,-0.170330690846553,0.113788374533578,-0.464179603609987,0.386901043180768,-0.220972027049699,0.207178677231849,0.13844853413868,0.10329944579862,0.273523029701191,3.09101448805989e-05,0.0100870738655514,0.134390485708824,0.159978020399578,0.577538830043284,0.0110842242170036,7.09202301161154e-05
"GOBP_PEXOPHAGY",-0.40896914694956,0.0919810779473884,0.132349037994807,-0.164710360919996,0.00610769248280019,-0.360478845482073,-0.246572733303131,0.0140315979835854,0.357796025815073,0.187440850357166,0.102246461819104,0.965438450057399,0.0127350486260016,0.0840904641343197,0.0248112687651589,4.23734512484076e-06,3.18785045456615e-09
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.373356396018047,-0.257090221227311,0.0385466926489256,-0.336337665570724,0.555668532236964,-0.00704536379529266,0.139500285593561,0.0182183512185531,0.100068145437144,0.803240798646068,0.0327080320406637,0.0131680123750069,0.974305490973204,0.524299928712762,0.627424612304102,0.0264972215031101,0.000214834626871517
"GOBP_MATURATION_OF_5_8S_RRNA",0.108340530223463,-0.135124116968712,0.0854318306050403,-0.241383212315786,0.371752565674798,-0.211713170483522,-0.0636825434785667,0.420310262438195,0.273896262488309,0.48777740371737,0.0531544041063335,0.0357463459231145,0.225965454743882,0.714174840242629,0.00911100189195156,0.892116102462188,0.136966495014971
"GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.461829505533787,-0.323939281842107,0.057691643101283,-0.419712219490484,0.684457816774862,-0.0601522649959733,0.191411455686122,0.000737465854554124,0.0154890042609775,0.659279827972032,0.00199918700735793,0.000427283634243373,0.745045202520845,0.302603190576717,0.436632311099435,0.000363934796762627,1.1643599213222e-07
"GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.225032639327248,-0.324600394849054,0.129067229891996,-0.356613316400517,0.666437628439328,-0.0392626948033911,0.00350305992116945,0.281533213791031,0.0158131575207919,0.327330263289501,0.00833104347147931,0.000634474598408846,0.832491557763397,0.984941294130527,0.551646847860958,0.490704007151485,0.00321389197429637
"GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.165007771785508,-0.0758987982589646,0.117762002889797,-0.24490549699259,0.330567034466511,-0.230657736530471,-0.0630629490608884,0.189036505685882,0.532097379832226,0.333438328602482,0.0470254367128898,0.0576545104198514,0.181936489277361,0.713259402161243,0.000659322784370387,0.672350074583132,0.24595771406298
"GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.0505552405101104,-0.133310452706408,0.132381538093155,-0.319032067628413,0.384977717786167,-0.23249248638863,0.00179314426741099,0.700285019661791,0.311750556739277,0.315107364149135,0.0174636318717381,0.0413408290121958,0.213186254203793,0.992292589178586,0.124002533708925,0.249174099584667,0.00490751050684097
"GOBP_MATURATION_OF_LSU_RRNA",-0.192891223071432,-0.304854090516708,0.118018943620121,-0.293348355357391,0.602940652148979,-0.127683005632347,-0.0539200521206165,0.322311111136134,0.0144426793794104,0.33333716707577,0.0183741453209862,0.000822274789762691,0.458521693226425,0.753798456774619,0.567021090581662,0.270352865198404,0.00328847764199049
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.307810477355362,-0.211648613045987,0.112135401227384,-0.329693206800672,0.506486481270475,-0.130796104885724,0.030860442939745,0.0329975813818298,0.138928790990117,0.430178670471419,0.0227354272313865,0.0136778543389632,0.514940609235822,0.877704480077031,0.926820650813011,0.0208104368075001,1.74680942695823e-05
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.178083072193336,-0.321340545119187,0.049328842085967,-0.26833871940468,0.585605436040667,-0.194237337680573,-0.109494851817736,0.297395242044097,0.0625116100920021,0.771981647723688,0.118338246793633,0.0173406862876883,0.420786731082827,0.649387355051781,0.611153906675156,0.0567178421958801,0.00103949442990388
"GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",-0.170443461954457,-0.251213585385542,0.122695238617872,-0.394233101608622,0.507395379286256,-0.161650445746685,0.221075933957792,0.222141721099488,0.0189678149695575,0.243540451857985,0.000358272046270219,0.00105128949587564,0.276929896189666,0.138709746688363,0.519071070291546,0.115316279286954,0.00976675016348365
"GOBP_BOX_C_D_SNORNP_ASSEMBLY",0.0476487671600217,-0.295102414000025,0.154580608798659,-0.446485690754552,0.498098583951872,-0.222322461577042,0.240106272588666,0.8140113045765,0.0148870831299712,0.194040509910751,0.000347556280328048,0.00401118710991711,0.186682588592142,0.154340272185565,0.199850284676879,0.918145141846229,0.41687050433849
"GOBP_EMBRYONIC_AXIS_SPECIFICATION",-0.187682312335865,0.00154977531637414,-0.0474264622491298,0.0639665624166227,-0.037621145066653,-0.0225363174741535,-0.12023845925711,0.262718807753823,0.975661044129565,0.352236662743429,0.210934433779402,0.60090825318721,0.753838623540006,0.0980131414409433,0.130541082046916,0.0816860014841902,0.0992557039201898
"GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",0.689966834852703,0.102366353324274,0.0554160659302753,0.0482796065150043,-0.12459261088128,-0.320795248419007,-0.24824980718514,0.00582697922716938,0.249596390555053,0.531494506589531,0.585505267106408,0.321051031092245,0.0124676717517564,0.0507436128474924,7.58823606018948e-05,0.0118656087031078,0.00368744572481938
